CATALOG_ID,DYNAMIC_TYPE,SHORTEST_DIST_M,APPROACHING
972,fixed_distance,76.0,True
973,fixed_distance,191.0,False
974,cpa_in,250.0,False
975,cpa_in,53.0,True
976,fixed_distance,249.0,False
977,fixed_distance,193.0,False
978,cpa_out,93.0,True
979,cpa_in,85.0,True
980,fixed_distance,176.0,True
981,cpa_in,161.0,True
982,fixed_distance,173.0,True
983,cpa_out,113.0,False
984,cpa_out,202.0,True
985,fixed_distance,77.0,True
986,cpa_in,151.0,False
987,cpa_in,147.0,True
988,cpa_out,160.0,False
989,cpa_in,84.0,True
990,fixed_distance,227.0,True
991,cpa_in,95.0,False
992,cpa_out,124.0,False
993,cpa_out,175.0,False
994,cpa_in,133.0,True
995,cpa_in,150.0,True
996,fixed_distance,194.0,False
997,fixed_distance,189.0,False
998,fixed_distance,190.0,False
999,cpa_out,168.0,True
