CATALOG_ID,SHIP_CATALOG_ID,DYNAMIC_CATALOG_ID,SCENARIO_CATALOG_ID
1654,413,413,69
1655,413,413,28
1656,414,414,14
1657,414,414,3
1658,414,414,19
1659,414,414,34
1660,415,415,14
1661,415,415,3
1662,415,415,18
1663,415,415,9
1664,416,416,14
1665,416,416,3
1666,416,416,7
1667,416,416,21
1668,417,417,14
1669,417,417,3
1670,417,417,39
1671,417,417,76
1672,418,418,14
1673,418,418,3
1674,418,418,72
1675,418,418,36
1676,419,419,14
1677,419,419,3
1678,419,419,56
1679,419,419,15
1680,420,420,14
1681,420,420,3
1682,420,420,59
1683,420,420,38
1684,421,421,14
1685,421,421,3
1686,421,421,51
1687,421,421,34
1688,422,422,14
1689,422,422,3
1690,422,422,64
1691,422,422,69
1692,423,423,14
1693,423,423,3
1694,423,423,63
1695,423,423,56
1696,424,424,14
1697,424,424,3
1698,424,424,10
1699,424,424,76
1700,425,425,14
1701,425,425,3
1702,425,425,5
1703,425,425,55
1704,426,426,14
1705,426,426,3
1706,426,426,41
1707,426,426,77
1708,427,427,14
1709,427,427,3
1710,427,427,32
1711,427,427,11
1712,428,428,14
1713,428,428,3
1714,428,428,29
1715,428,428,73
1716,429,429,14
1717,429,429,3
1718,429,429,75
1719,429,429,2
1720,430,430,14
1721,430,430,3
1722,430,430,34
1723,430,430,73
1724,431,431,14
1725,431,431,3
1726,431,431,5
1727,431,431,22
1728,432,432,14
1729,432,432,3
1730,432,432,60
1731,432,432,66
1732,433,433,14
1733,433,433,3
1734,433,433,56
1735,433,433,35
1736,434,434,14
1737,434,434,3
1738,434,434,23
1739,434,434,74
1740,435,435,14
1741,435,435,3
1742,435,435,55
1743,435,435,62
1744,436,436,14
1745,436,436,3
1746,436,436,11
1747,436,436,60
1748,437,437,14
1749,437,437,3
1750,437,437,44
1751,437,437,52
1752,438,438,14
1753,438,438,3
1754,438,438,42
1755,438,438,13
1756,439,439,14
1757,439,439,3
1758,439,439,20
1759,439,439,42
1760,440,440,14
1761,440,440,3
1762,440,440,52
1763,440,440,63
1764,441,441,14
1765,441,441,3
1766,441,441,36
1767,441,441,51
1768,442,442,14
1769,442,442,3
1770,442,442,70
1771,442,442,4
1772,443,443,14
1773,443,443,3
1774,443,443,58
1775,443,443,11
1776,444,444,14
1777,444,444,3
1778,444,444,40
1779,444,444,32
1780,445,445,14
1781,445,445,3
1782,445,445,41
1783,445,445,51
1784,446,446,14
1785,446,446,3
1786,446,446,65
1787,446,446,0
1788,447,447,14
1789,447,447,3
1790,447,447,69
1791,447,447,59
1792,448,448,14
1793,448,448,3
1794,448,448,52
1795,448,448,6
1796,449,449,14
1797,449,449,3
1798,449,449,24
1799,449,449,66
1800,450,450,14
1801,450,450,3
1802,450,450,46
1803,450,450,79
1804,451,451,14
1805,451,451,3
1806,451,451,63
1807,451,451,56
1808,452,452,14
1809,452,452,3
1810,452,452,6
1811,452,452,26
1812,453,453,14
1813,453,453,3
1814,453,453,34
1815,453,453,70
1816,454,454,14
1817,454,454,3
1818,454,454,16
1819,454,454,36
1820,455,455,14
1821,455,455,3
1822,455,455,56
1823,455,455,62
1824,456,456,14
1825,456,456,3
1826,456,456,15
1827,456,456,77
1828,457,457,14
1829,457,457,3
1830,457,457,30
1831,457,457,20
1832,458,458,14
1833,458,458,3
1834,458,458,39
1835,458,458,70
1836,459,459,14
1837,459,459,3
1838,459,459,1
1839,459,459,70
1840,460,460,14
1841,460,460,3
1842,460,460,52
1843,460,460,11
1844,461,461,14
1845,461,461,3
1846,461,461,28
1847,461,461,59
1848,462,462,14
1849,462,462,3
1850,462,462,15
1851,462,462,19
1852,463,463,14
1853,463,463,3
1854,463,463,63
1855,463,463,37
1856,464,464,14
1857,464,464,3
1858,464,464,65
1859,464,464,34
1860,465,465,14
1861,465,465,3
1862,465,465,53
1863,465,465,61
1864,466,466,14
1865,466,466,3
1866,466,466,60
1867,466,466,31
1868,467,467,14
1869,467,467,3
1870,467,467,58
1871,467,467,70
1872,468,468,14
1873,468,468,3
1874,468,468,18
1875,468,468,49
1876,469,469,14
1877,469,469,3
1878,469,469,24
1879,469,469,76
1880,470,470,14
1881,470,470,3
1882,470,470,65
1883,470,470,17
1884,471,471,14
1885,471,471,3
1886,471,471,8
1887,471,471,35
1888,472,472,14
1889,472,472,3
1890,472,472,53
1891,472,472,43
1892,473,473,14
1893,473,473,3
1894,473,473,64
1895,473,473,34
1896,474,474,14
1897,474,474,3
1898,474,474,0
1899,474,474,36
1900,475,475,14
1901,475,475,3
1902,475,475,38
1903,475,475,75
1904,476,476,14
1905,476,476,3
1906,476,476,74
1907,476,476,62
1908,477,477,14
1909,477,477,3
1910,477,477,19
1911,477,477,57
1912,478,478,14
1913,478,478,3
1914,478,478,68
1915,478,478,61
1916,479,479,14
1917,479,479,3
1918,479,479,44
1919,479,479,42
1920,480,480,14
1921,480,480,3
1922,480,480,70
1923,480,480,48
1924,481,481,14
1925,481,481,3
1926,481,481,58
1927,481,481,41
1928,482,482,14
1929,482,482,3
1930,482,482,24
1931,482,482,30
1932,483,483,14
1933,483,483,3
1934,483,483,73
1935,483,483,49
1936,484,484,14
1937,484,484,3
1938,484,484,29
1939,484,484,52
1940,485,485,14
1941,485,485,3
1942,485,485,5
1943,485,485,40
1944,486,486,14
1945,486,486,3
1946,486,486,60
1947,486,486,48
1948,487,487,14
1949,487,487,3
1950,487,487,49
1951,487,487,19
1952,488,488,14
1953,488,488,3
1954,488,488,63
1955,488,488,4
1956,489,489,14
1957,489,489,3
1958,489,489,16
1959,489,489,64
1960,490,490,14
1961,490,490,3
1962,490,490,75
1963,490,490,42
1964,491,491,14
1965,491,491,3
1966,491,491,12
1967,491,491,56
1968,492,492,14
1969,492,492,3
1970,492,492,12
1971,492,492,67
1972,493,493,14
1973,493,493,3
1974,493,493,58
1975,493,493,1
1976,494,494,14
1977,494,494,3
1978,494,494,18
1979,494,494,52
1980,495,495,14
1981,495,495,3
1982,495,495,19
1983,495,495,9
1984,496,496,14
1985,496,496,3
1986,496,496,60
1987,496,496,33
1988,497,497,14
1989,497,497,3
1990,497,497,43
1991,497,497,79
1992,498,498,14
1993,498,498,3
1994,498,498,50
1995,498,498,10
1996,499,499,14
1997,499,499,3
1998,499,499,42
1999,499,499,68
2000,500,500,14
2001,500,500,3
2002,500,500,48
2003,500,500,40
2004,501,501,14
2005,501,501,3
2006,501,501,62
2007,501,501,69
2008,502,502,14
2009,502,502,3
2010,502,502,4
2011,502,502,79
2012,503,503,14
2013,503,503,3
2014,503,503,8
2015,503,503,30
2016,504,504,14
2017,504,504,3
2018,504,504,36
2019,504,504,29
2020,505,505,14
2021,505,505,3
2022,505,505,11
2023,505,505,55
2024,506,506,14
2025,506,506,3
2026,506,506,12
2027,506,506,56
2028,507,507,14
2029,507,507,3
2030,507,507,21
2031,507,507,38
2032,508,508,14
2033,508,508,3
2034,508,508,5
2035,508,508,41
2036,509,509,14
2037,509,509,3
2038,509,509,7
2039,509,509,37
2040,510,510,14
2041,510,510,3
2042,510,510,45
2043,510,510,55
2044,511,511,14
2045,511,511,3
2046,511,511,18
2047,511,511,31
2048,512,512,14
2049,512,512,3
2050,512,512,67
2051,512,512,52
2052,513,513,14
2053,513,513,3
2054,513,513,72
2055,513,513,23
2056,514,514,14
2057,514,514,3
2058,514,514,21
2059,514,514,10
2060,515,515,14
2061,515,515,3
2062,515,515,78
2063,515,515,48
2064,516,516,14
2065,516,516,3
2066,516,516,79
2067,516,516,30
2068,517,517,14
2069,517,517,3
2070,517,517,63
2071,517,517,74
2072,518,518,14
2073,518,518,3
2074,518,518,18
2075,518,518,29
2076,519,519,14
2077,519,519,3
2078,519,519,59
2079,519,519,32
2080,520,520,14
2081,520,520,3
2082,520,520,58
2083,520,520,32
2084,521,521,14
2085,521,521,3
2086,521,521,1
2087,521,521,59
2088,522,522,14
2089,522,522,3
2090,522,522,36
2091,522,522,69
2092,523,523,14
2093,523,523,3
2094,523,523,20
2095,523,523,9
2096,524,524,14
2097,524,524,3
2098,524,524,56
2099,524,524,44
2100,525,525,14
2101,525,525,3
2102,525,525,75
2103,525,525,38
2104,526,526,14
2105,526,526,3
2106,526,526,54
2107,526,526,32
2108,527,527,14
2109,527,527,3
2110,527,527,58
2111,527,527,38
2112,528,528,14
2113,528,528,3
2114,528,528,25
2115,528,528,49
2116,529,529,14
2117,529,529,3
2118,529,529,61
2119,529,529,13
2120,530,530,14
2121,530,530,3
2122,530,530,30
2123,530,530,48
2124,531,531,14
2125,531,531,3
2126,531,531,73
2127,531,531,45
2128,532,532,14
2129,532,532,3
2130,532,532,73
2131,532,532,37
2132,533,533,14
2133,533,533,3
2134,533,533,37
2135,533,533,2
2136,534,534,14
2137,534,534,3
2138,534,534,50
2139,534,534,35
2140,535,535,14
2141,535,535,3
2142,535,535,1
2143,535,535,72
2144,536,536,14
2145,536,536,3
2146,536,536,6
2147,536,536,77
2148,537,537,14
2149,537,537,3
2150,537,537,63
2151,537,537,36
2152,538,538,14
2153,538,538,3
2154,538,538,29
2155,538,538,77
2156,539,539,14
2157,539,539,3
2158,539,539,45
2159,539,539,28
2160,540,540,14
2161,540,540,3
2162,540,540,24
2163,540,540,79
2164,541,541,14
2165,541,541,3
2166,541,541,32
2167,541,541,17
2168,542,542,14
2169,542,542,3
2170,542,542,12
2171,542,542,5
2172,543,543,14
2173,543,543,3
2174,543,543,39
2175,543,543,56
2176,544,544,14
2177,544,544,3
2178,544,544,4
2179,544,544,74
2180,545,545,14
2181,545,545,3
2182,545,545,46
2183,545,545,16
2184,546,546,14
2185,546,546,3
2186,546,546,11
2187,546,546,37
2188,547,547,14
2189,547,547,3
2190,547,547,41
2191,547,547,53
2192,548,548,14
2193,548,548,3
2194,548,548,22
2195,548,548,25
2196,549,549,14
2197,549,549,3
2198,549,549,16
2199,549,549,69
2200,550,550,14
2201,550,550,3
2202,550,550,46
2203,550,550,67
2204,551,551,14
2205,551,551,3
2206,551,551,64
2207,551,551,34
2208,552,552,14
2209,552,552,3
2210,552,552,21
2211,552,552,32
2212,553,553,14
2213,553,553,3
2214,553,553,61
2215,553,553,37
2216,554,554,14
2217,554,554,3
2218,554,554,43
2219,554,554,59
2220,555,555,14
2221,555,555,3
2222,555,555,9
2223,555,555,18
2224,556,556,14
2225,556,556,3
2226,556,556,28
2227,556,556,50
2228,557,557,14
2229,557,557,3
2230,557,557,71
2231,557,557,46
2232,558,558,14
2233,558,558,3
2234,558,558,11
2235,558,558,50
2236,559,559,14
2237,559,559,3
2238,559,559,1
2239,559,559,33
2240,560,560,14
2241,560,560,3
2242,560,560,68
2243,560,560,15
2244,561,561,14
2245,561,561,3
2246,561,561,58
2247,561,561,47
2248,562,562,14
2249,562,562,3
2250,562,562,33
2251,562,562,74
2252,563,563,14
2253,563,563,3
2254,563,563,48
2255,563,563,47
2256,564,564,14
2257,564,564,3
2258,564,564,13
2259,564,564,29
2260,565,565,14
2261,565,565,3
2262,565,565,60
2263,565,565,79
2264,566,566,14
2265,566,566,3
2266,566,566,71
2267,566,566,41
2268,567,567,14
2269,567,567,3
2270,567,567,78
2271,567,567,28
2272,568,568,14
2273,568,568,3
2274,568,568,8
2275,568,568,59
2276,569,569,14
2277,569,569,3
2278,569,569,38
2279,569,569,52
2280,570,570,14
2281,570,570,3
2282,570,570,17
2283,570,570,5
2284,571,571,14
2285,571,571,3
2286,571,571,4
2287,571,571,38
2288,572,572,14
2289,572,572,3
2290,572,572,63
2291,572,572,12
2292,573,573,14
2293,573,573,3
2294,573,573,30
2295,573,573,68
2296,574,574,14
2297,574,574,3
2298,574,574,17
2299,574,574,49
2300,575,575,14
2301,575,575,3
2302,575,575,58
2303,575,575,47
2304,576,576,14
2305,576,576,3
2306,576,576,69
2307,576,576,53
2308,577,577,14
2309,577,577,3
2310,577,577,75
2311,577,577,19
2312,578,578,14
2313,578,578,3
2314,578,578,53
2315,578,578,12
2316,579,579,14
2317,579,579,3
2318,579,579,62
2319,579,579,78
2320,580,580,14
2321,580,580,3
2322,580,580,52
2323,580,580,35
2324,581,581,14
2325,581,581,3
2326,581,581,4
2327,581,581,47
2328,582,582,14
2329,582,582,3
2330,582,582,27
2331,582,582,56
2332,583,583,14
2333,583,583,3
2334,583,583,56
2335,583,583,30
2336,584,584,14
2337,584,584,3
2338,584,584,46
2339,584,584,12
2340,585,585,14
2341,585,585,3
2342,585,585,47
2343,585,585,69
2344,586,586,14
2345,586,586,3
2346,586,586,45
2347,586,586,7
2348,587,587,14
2349,587,587,3
2350,587,587,50
2351,587,587,35
2352,588,588,14
2353,588,588,3
2354,588,588,24
2355,588,588,15
2356,589,589,14
2357,589,589,3
2358,589,589,58
2359,589,589,11
2360,590,590,14
2361,590,590,3
2362,590,590,27
2363,590,590,76
2364,591,591,14
2365,591,591,3
2366,591,591,2
2367,591,591,6
2368,592,592,14
2369,592,592,3
2370,592,592,42
2371,592,592,31
2372,593,593,14
2373,593,593,3
2374,593,593,16
2375,593,593,72
2376,594,594,14
2377,594,594,3
2378,594,594,26
2379,594,594,8
2380,595,595,14
2381,595,595,3
2382,595,595,70
2383,595,595,26
2384,596,596,14
2385,596,596,3
2386,596,596,75
2387,596,596,27
2388,597,597,14
2389,597,597,3
2390,597,597,29
2391,597,597,42
2392,598,598,14
2393,598,598,3
2394,598,598,18
2395,598,598,76
2396,599,599,14
2397,599,599,3
2398,599,599,0
2399,599,599,35
2400,600,600,14
2401,600,600,3
2402,600,600,18
2403,600,600,69
2404,601,601,14
2405,601,601,3
2406,601,601,32
2407,601,601,22
2408,602,602,14
2409,602,602,3
2410,602,602,16
2411,602,602,1
2412,603,603,14
2413,603,603,3
2414,603,603,45
2415,603,603,30
2416,604,604,14
2417,604,604,3
2418,604,604,75
2419,604,604,41
2420,605,605,14
2421,605,605,3
2422,605,605,2
2423,605,605,22
2424,606,606,14
2425,606,606,3
2426,606,606,33
2427,606,606,6
2428,607,607,14
2429,607,607,3
2430,607,607,16
2431,607,607,53
2432,608,608,14
2433,608,608,3
2434,608,608,67
2435,608,608,8
2436,609,609,14
2437,609,609,3
2438,609,609,60
2439,609,609,57
2440,610,610,14
2441,610,610,3
2442,610,610,46
2443,610,610,65
2444,611,611,14
2445,611,611,3
2446,611,611,75
2447,611,611,13
2448,612,612,14
2449,612,612,3
2450,612,612,57
2451,612,612,64
2452,613,613,14
2453,613,613,3
2454,613,613,28
2455,613,613,78
2456,614,614,14
2457,614,614,3
2458,614,614,5
2459,614,614,66
2460,615,615,14
2461,615,615,3
2462,615,615,38
2463,615,615,58
2464,616,616,14
2465,616,616,3
2466,616,616,7
2467,616,616,61
2468,617,617,14
2469,617,617,3
2470,617,617,51
2471,617,617,54
2472,618,618,14
2473,618,618,3
2474,618,618,13
2475,618,618,62
2476,619,619,14
2477,619,619,3
2478,619,619,56
2479,619,619,9
2480,620,620,14
2481,620,620,3
2482,620,620,10
2483,620,620,41
2484,621,621,14
2485,621,621,3
2486,621,621,77
2487,621,621,18
2488,622,622,14
2489,622,622,3
2490,622,622,8
2491,622,622,16
2492,623,623,14
2493,623,623,3
2494,623,623,35
2495,623,623,79
2496,624,624,14
2497,624,624,3
2498,624,624,74
2499,624,624,70
2500,625,625,14
2501,625,625,3
2502,625,625,41
2503,625,625,48
2504,626,626,14
2505,626,626,3
2506,626,626,76
2507,626,626,67
2508,627,627,14
2509,627,627,3
2510,627,627,37
2511,627,627,58
2512,628,628,14
2513,628,628,3
2514,628,628,64
2515,628,628,77
2516,629,629,14
2517,629,629,3
2518,629,629,55
2519,629,629,12
2520,630,630,14
2521,630,630,3
2522,630,630,70
2523,630,630,27
2524,631,631,14
2525,631,631,3
2526,631,631,55
2527,631,631,57
2528,632,632,14
2529,632,632,3
2530,632,632,29
2531,632,632,52
2532,633,633,14
2533,633,633,3
2534,633,633,43
2535,633,633,58
2536,634,634,14
2537,634,634,3
2538,634,634,51
2539,634,634,53
2540,635,635,14
2541,635,635,3
2542,635,635,12
2543,635,635,40
2544,636,636,14
2545,636,636,3
2546,636,636,54
2547,636,636,40
2548,637,637,14
2549,637,637,3
2550,637,637,32
2551,637,637,47
2552,638,638,14
2553,638,638,3
2554,638,638,19
2555,638,638,60
2556,639,639,14
2557,639,639,3
2558,639,639,8
2559,639,639,55
2560,640,640,14
2561,640,640,3
2562,640,640,12
2563,640,640,47
2564,641,641,14
2565,641,641,3
2566,641,641,16
2567,641,641,71
2568,642,642,14
2569,642,642,3
2570,642,642,7
2571,642,642,75
2572,643,643,14
2573,643,643,3
2574,643,643,71
2575,643,643,42
2576,644,644,14
2577,644,644,3
2578,644,644,15
2579,644,644,52
2580,645,645,14
2581,645,645,3
2582,645,645,45
2583,645,645,54
2584,646,646,14
2585,646,646,3
2586,646,646,6
2587,646,646,36
2588,647,647,14
2589,647,647,3
2590,647,647,76
2591,647,647,39
2592,648,648,14
2593,648,648,3
2594,648,648,45
2595,648,648,13
2596,649,649,14
2597,649,649,3
2598,649,649,73
2599,649,649,64
2600,650,650,14
2601,650,650,3
2602,650,650,27
2603,650,650,19
2604,651,651,14
2605,651,651,3
2606,651,651,61
2607,651,651,28
2608,652,652,14
2609,652,652,3
2610,652,652,13
2611,652,652,44
2612,653,653,14
2613,653,653,3
2614,653,653,71
2615,653,653,47
2616,654,654,14
2617,654,654,3
2618,654,654,35
2619,654,654,73
2620,655,655,14
2621,655,655,3
2622,655,655,28
2623,655,655,54
2624,656,656,14
2625,656,656,3
2626,656,656,71
2627,656,656,79
2628,657,657,14
2629,657,657,3
2630,657,657,78
2631,657,657,71
2632,658,658,14
2633,658,658,3
2634,658,658,77
2635,658,658,34
2636,659,659,14
2637,659,659,3
2638,659,659,23
2639,659,659,34
2640,660,660,14
2641,660,660,3
2642,660,660,39
2643,660,660,43
2644,661,661,14
2645,661,661,3
2646,661,661,44
2647,661,661,0
2648,662,662,14
2649,662,662,3
2650,662,662,23
2651,662,662,18
2652,663,663,14
2653,663,663,3
2654,663,663,72
2655,663,663,51
2656,664,664,14
2657,664,664,3
2658,664,664,8
2659,664,664,18
2660,665,665,14
2661,665,665,3
2662,665,665,11
2663,665,665,67
2664,666,666,14
2665,666,666,3
2666,666,666,27
2667,666,666,48
2668,667,667,14
2669,667,667,3
2670,667,667,53
2671,667,667,58
2672,668,668,14
2673,668,668,3
2674,668,668,43
2675,668,668,20
2676,669,669,14
2677,669,669,3
2678,669,669,47
2679,669,669,39
2680,670,670,14
2681,670,670,3
2682,670,670,41
2683,670,670,72
2684,671,671,14
2685,671,671,3
2686,671,671,76
2687,671,671,10
2688,672,672,14
2689,672,672,3
2690,672,672,6
2691,672,672,19
2692,673,673,14
2693,673,673,3
2694,673,673,20
2695,673,673,79
2696,674,674,14
2697,674,674,3
2698,674,674,6
2699,674,674,10
2700,675,675,14
2701,675,675,3
2702,675,675,34
2703,675,675,56
2704,676,676,14
2705,676,676,3
2706,676,676,54
2707,676,676,62
2708,677,677,14
2709,677,677,3
2710,677,677,77
2711,677,677,56
2712,678,678,14
2713,678,678,3
2714,678,678,53
2715,678,678,34
2716,679,679,14
2717,679,679,3
2718,679,679,27
2719,679,679,65
2720,680,680,14
2721,680,680,3
2722,680,680,44
2723,680,680,55
2724,681,681,14
2725,681,681,3
2726,681,681,36
2727,681,681,75
2728,682,682,14
2729,682,682,3
2730,682,682,62
2731,682,682,67
2732,683,683,14
2733,683,683,3
2734,683,683,39
2735,683,683,5
2736,684,684,14
2737,684,684,3
2738,684,684,28
2739,684,684,50
2740,685,685,14
2741,685,685,3
2742,685,685,76
2743,685,685,7
2744,686,686,14
2745,686,686,3
2746,686,686,0
2747,686,686,26
2748,687,687,14
2749,687,687,3
2750,687,687,38
2751,687,687,27
2752,688,688,14
2753,688,688,3
2754,688,688,17
2755,688,688,32
2756,689,689,14
2757,689,689,3
2758,689,689,37
2759,689,689,41
2760,690,690,14
2761,690,690,3
2762,690,690,15
2763,690,690,0
2764,691,691,14
2765,691,691,3
2766,691,691,63
2767,691,691,55
2768,692,692,14
2769,692,692,3
2770,692,692,22
2771,692,692,16
2772,693,693,14
2773,693,693,3
2774,693,693,48
2775,693,693,68
2776,694,694,14
2777,694,694,3
2778,694,694,29
2779,694,694,64
2780,695,695,14
2781,695,695,3
2782,695,695,71
2783,695,695,45
2784,696,696,14
2785,696,696,3
2786,696,696,9
2787,696,696,50
2788,697,697,14
2789,697,697,3
2790,697,697,5
2791,697,697,55
2792,698,698,14
2793,698,698,3
2794,698,698,2
2795,698,698,58
2796,699,699,14
2797,699,699,3
2798,699,699,9
2799,699,699,40
2800,700,700,14
2801,700,700,3
2802,700,700,73
2803,700,700,54
2804,701,701,14
2805,701,701,3
2806,701,701,73
2807,701,701,51
2808,702,702,14
2809,702,702,3
2810,702,702,53
2811,702,702,37
2812,703,703,14
2813,703,703,3
2814,703,703,51
2815,703,703,2
2816,704,704,14
2817,704,704,3
2818,704,704,41
2819,704,704,21
2820,705,705,14
2821,705,705,3
2822,705,705,79
2823,705,705,58
2824,706,706,14
2825,706,706,3
2826,706,706,46
2827,706,706,11
2828,707,707,14
2829,707,707,3
2830,707,707,55
2831,707,707,13
2832,708,708,14
2833,708,708,3
2834,708,708,31
2835,708,708,55
2836,709,709,14
2837,709,709,3
2838,709,709,75
2839,709,709,51
2840,710,710,14
2841,710,710,3
2842,710,710,67
2843,710,710,10
2844,711,711,14
2845,711,711,3
2846,711,711,50
2847,711,711,39
2848,712,712,14
2849,712,712,3
2850,712,712,43
2851,712,712,28
2852,713,713,14
2853,713,713,3
2854,713,713,42
2855,713,713,21
2856,714,714,14
2857,714,714,3
2858,714,714,9
2859,714,714,65
2860,715,715,14
2861,715,715,3
2862,715,715,67
2863,715,715,24
2864,716,716,14
2865,716,716,3
2866,716,716,44
2867,716,716,18
2868,717,717,14
2869,717,717,3
2870,717,717,30
2871,717,717,13
2872,718,718,14
2873,718,718,3
2874,718,718,18
2875,718,718,32
2876,719,719,14
2877,719,719,3
2878,719,719,25
2879,719,719,22
2880,720,720,14
2881,720,720,3
2882,720,720,77
2883,720,720,19
2884,721,721,14
2885,721,721,3
2886,721,721,9
2887,721,721,22
2888,722,722,14
2889,722,722,3
2890,722,722,63
2891,722,722,59
2892,723,723,14
2893,723,723,3
2894,723,723,72
2895,723,723,57
2896,724,724,14
2897,724,724,3
2898,724,724,72
2899,724,724,79
2900,725,725,14
2901,725,725,3
2902,725,725,41
2903,725,725,19
2904,726,726,14
2905,726,726,3
2906,726,726,56
2907,726,726,8
2908,727,727,14
2909,727,727,3
2910,727,727,60
2911,727,727,56
2912,728,728,14
2913,728,728,3
2914,728,728,38
2915,728,728,35
2916,729,729,14
2917,729,729,3
2918,729,729,75
2919,729,729,7
2920,730,730,14
2921,730,730,3
2922,730,730,45
2923,730,730,64
2924,731,731,14
2925,731,731,3
2926,731,731,9
2927,731,731,39
2928,732,732,14
2929,732,732,3
2930,732,732,59
2931,732,732,4
2932,733,733,14
2933,733,733,3
2934,733,733,7
2935,733,733,47
2936,734,734,14
2937,734,734,3
2938,734,734,36
2939,734,734,9
2940,735,735,14
2941,735,735,3
2942,735,735,11
2943,735,735,78
2944,736,736,14
2945,736,736,3
2946,736,736,76
2947,736,736,64
2948,737,737,14
2949,737,737,3
2950,737,737,49
2951,737,737,59
2952,738,738,14
2953,738,738,3
2954,738,738,74
2955,738,738,70
2956,739,739,14
2957,739,739,3
2958,739,739,5
2959,739,739,57
2960,740,740,14
2961,740,740,3
2962,740,740,73
2963,740,740,24
2964,741,741,14
2965,741,741,3
2966,741,741,41
2967,741,741,77
2968,742,742,14
2969,742,742,3
2970,742,742,60
2971,742,742,64
2972,743,743,14
2973,743,743,3
2974,743,743,19
2975,743,743,7
2976,744,744,14
2977,744,744,3
2978,744,744,57
2979,744,744,13
2980,745,745,14
2981,745,745,3
2982,745,745,43
2983,745,745,10
2984,746,746,14
2985,746,746,3
2986,746,746,64
2987,746,746,22
2988,747,747,14
2989,747,747,3
2990,747,747,5
2991,747,747,31
2992,748,748,14
2993,748,748,3
2994,748,748,56
2995,748,748,67
2996,749,749,14
2997,749,749,3
2998,749,749,66
2999,749,749,78
3000,750,750,14
3001,750,750,3
3002,750,750,20
3003,750,750,46
3004,751,751,14
3005,751,751,3
3006,751,751,47
3007,751,751,36
3008,752,752,14
3009,752,752,3
3010,752,752,49
3011,752,752,52
3012,753,753,14
3013,753,753,3
3014,753,753,43
3015,753,753,76
3016,754,754,14
3017,754,754,3
3018,754,754,6
3019,754,754,42
3020,755,755,14
3021,755,755,3
3022,755,755,8
3023,755,755,42
3024,756,756,14
3025,756,756,3
3026,756,756,12
3027,756,756,71
3028,757,757,14
3029,757,757,3
3030,757,757,49
3031,757,757,36
3032,758,758,14
3033,758,758,3
3034,758,758,32
3035,758,758,77
3036,759,759,14
3037,759,759,3
3038,759,759,19
3039,759,759,42
3040,760,760,14
3041,760,760,3
3042,760,760,10
3043,760,760,74
3044,761,761,14
3045,761,761,3
3046,761,761,18
3047,761,761,44
3048,762,762,14
3049,762,762,3
3050,762,762,39
3051,762,762,50
3052,763,763,14
3053,763,763,3
3054,763,763,16
3055,763,763,76
3056,764,764,14
3057,764,764,3
3058,764,764,10
3059,764,764,39
3060,765,765,14
3061,765,765,3
3062,765,765,71
3063,765,765,48
3064,766,766,14
3065,766,766,3
3066,766,766,42
3067,766,766,16
3068,767,767,14
3069,767,767,3
3070,767,767,67
3071,767,767,11
3072,768,768,14
3073,768,768,3
3074,768,768,54
3075,768,768,65
3076,769,769,14
3077,769,769,3
3078,769,769,46
3079,769,769,2
3080,770,770,14
3081,770,770,3
3082,770,770,46
3083,770,770,39
3084,771,771,14
3085,771,771,3
3086,771,771,23
3087,771,771,27
3088,772,772,14
3089,772,772,3
3090,772,772,43
3091,772,772,62
3092,773,773,14
3093,773,773,3
3094,773,773,24
3095,773,773,28
3096,774,774,14
3097,774,774,3
3098,774,774,17
3099,774,774,9
3100,775,775,14
3101,775,775,3
3102,775,775,37
3103,775,775,12
3104,776,776,14
3105,776,776,3
3106,776,776,64
3107,776,776,69
3108,777,777,14
3109,777,777,3
3110,777,777,67
3111,777,777,4
3112,778,778,14
3113,778,778,3
3114,778,778,43
3115,778,778,79
3116,779,779,14
3117,779,779,3
3118,779,779,16
3119,779,779,76
3120,780,780,14
3121,780,780,3
3122,780,780,48
3123,780,780,19
3124,781,781,14
3125,781,781,3
3126,781,781,20
3127,781,781,79
3128,782,782,14
3129,782,782,3
3130,782,782,21
3131,782,782,56
3132,783,783,14
3133,783,783,3
3134,783,783,5
3135,783,783,52
3136,784,784,14
3137,784,784,3
3138,784,784,46
3139,784,784,30
3140,785,785,14
3141,785,785,3
3142,785,785,56
3143,785,785,78
3144,786,786,14
3145,786,786,3
3146,786,786,36
3147,786,786,57
3148,787,787,14
3149,787,787,3
3150,787,787,29
3151,787,787,68
3152,788,788,14
3153,788,788,3
3154,788,788,30
3155,788,788,39
3156,789,789,14
3157,789,789,3
3158,789,789,60
3159,789,789,24
3160,790,790,14
3161,790,790,3
3162,790,790,47
3163,790,790,73
3164,791,791,14
3165,791,791,3
3166,791,791,56
3167,791,791,36
3168,792,792,14
3169,792,792,3
3170,792,792,48
3171,792,792,64
3172,793,793,14
3173,793,793,3
3174,793,793,67
3175,793,793,53
3176,794,794,14
3177,794,794,3
3178,794,794,20
3179,794,794,25
3180,795,795,14
3181,795,795,3
3182,795,795,77
3183,795,795,17
3184,796,796,14
3185,796,796,3
3186,796,796,32
3187,796,796,6
3188,797,797,14
3189,797,797,3
3190,797,797,61
3191,797,797,47
3192,798,798,14
3193,798,798,3
3194,798,798,70
3195,798,798,13
3196,799,799,14
3197,799,799,3
3198,799,799,66
3199,799,799,15
3200,800,800,14
3201,800,800,3
3202,800,800,36
